epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
367,310.306,0.51099,0.44163,0.8269,0.9976,0.95365,0.95688,0.85398,0.40666,0.34228,0.76024,0.000458958,0.000458958,0.000458958
368,311.146,0.55273,0.4593,0.85624,0.99735,0.95287,0.95692,0.84469,0.4234,0.34514,0.76226,0.000455658,0.000455658,0.000455658
369,311.928,0.49031,0.43617,0.84371,0.99735,0.95287,0.95692,0.84469,0.4234,0.34514,0.76226,0.000452357,0.000452357,0.000452357
370,312.77,0.52484,0.41185,0.79716,0.99651,0.95266,0.95704,0.83861,0.42623,0.34637,0.7636,0.000449056,0.000449056,0.000449056
371,313.603,0.63425,0.47112,0.88802,0.99651,0.95266,0.95704,0.83861,0.42623,0.34637,0.7636,0.000445756,0.000445756,0.000445756
372,314.492,0.50128,0.46796,0.87438,0.9965,0.9527,0.95709,0.84735,0.41088,0.34172,0.76315,0.000442455,0.000442455,0.000442455
373,315.32,0.52738,0.44701,0.80461,0.9965,0.9527,0.95709,0.84735,0.41088,0.34172,0.76315,0.000439154,0.000439154,0.000439154
374,316.18,0.56135,0.47685,0.84975,0.99766,0.95204,0.95711,0.84384,0.3973,0.34072,0.76158,0.000435854,0.000435854,0.000435854
375,316.974,0.54671,0.4554,0.80655,0.99766,0.95204,0.95711,0.84384,0.3973,0.34072,0.76158,0.000432553,0.000432553,0.000432553
376,317.837,0.86433,0.65524,0.88381,0.99841,0.95091,0.95711,0.85353,0.39613,0.33702,0.76076,0.000429253,0.000429253,0.000429253
377,318.673,0.56409,0.43006,0.86968,0.99841,0.95091,0.95711,0.85353,0.39613,0.33702,0.76076,0.000425952,0.000425952,0.000425952
378,319.553,0.51103,0.45258,0.84372,1,0.95105,0.9571,0.85241,0.4024,0.33489,0.76179,0.000422651,0.000422651,0.000422651
379,320.379,0.56195,0.46283,0.85588,1,0.95105,0.9571,0.85241,0.4024,0.33489,0.76179,0.000419351,0.000419351,0.000419351
380,321.256,0.54244,0.42855,0.85749,1,0.95149,0.95722,0.85042,0.40879,0.33522,0.76242,0.00041605,0.00041605,0.00041605
381,322.072,0.58235,0.50666,0.80676,1,0.95149,0.95722,0.85042,0.40879,0.33522,0.76242,0.000412749,0.000412749,0.000412749
382,322.9,0.51897,0.42404,0.8109,1,0.95219,0.95724,0.85752,0.40016,0.3292,0.76154,0.000409449,0.000409449,0.000409449
383,323.728,0.48634,0.42784,0.82075,1,0.95219,0.95724,0.85752,0.40016,0.3292,0.76154,0.000406148,0.000406148,0.000406148
384,324.566,0.49122,0.41715,0.826,1,0.95285,0.95726,0.85998,0.39185,0.31729,0.76033,0.000402847,0.000402847,0.000402847
385,325.407,0.66813,0.51473,0.84614,1,0.95285,0.95726,0.85998,0.39185,0.31729,0.76033,0.000399547,0.000399547,0.000399547
386,326.249,0.53447,0.42085,0.81617,1,0.95286,0.95732,0.86092,0.39299,0.32284,0.75946,0.000396246,0.000396246,0.000396246
387,327.053,0.53331,0.44542,0.86565,1,0.95286,0.95732,0.86092,0.39299,0.32284,0.75946,0.000392945,0.000392945,0.000392945
388,327.906,0.50836,0.39911,0.84364,1,0.95283,0.95732,0.86065,0.39103,0.32888,0.75899,0.000389645,0.000389645,0.000389645
389,328.732,0.47073,0.39439,0.83319,1,0.95283,0.95732,0.86065,0.39103,0.32888,0.75899,0.000386344,0.000386344,0.000386344
390,329.609,0.52481,0.42695,0.83428,0.99297,0.94367,0.95716,0.85853,0.3963,0.32704,0.76101,0.000383043,0.000383043,0.000383043
391,330.401,0.45688,0.38137,0.80318,0.99297,0.94367,0.95716,0.85853,0.3963,0.32704,0.76101,0.000379743,0.000379743,0.000379743
392,331.223,0.55759,0.44493,0.85397,0.992,0.94347,0.95703,0.85485,0.4052,0.33251,0.76203,0.000376442,0.000376442,0.000376442
393,332.046,0.54252,0.44044,0.82992,0.992,0.94347,0.95703,0.85485,0.4052,0.33251,0.76203,0.000373141,0.000373141,0.000373141
394,332.892,0.56048,0.44551,0.83766,0.99195,0.94351,0.95753,0.85112,0.40218,0.3255,0.76131,0.000369841,0.000369841,0.000369841
395,333.713,0.5206,0.41266,0.84892,0.99195,0.94351,0.95753,0.85112,0.40218,0.3255,0.76131,0.00036654,0.00036654,0.00036654
396,334.555,0.52201,0.44367,0.80923,0.99776,0.93825,0.95763,0.86227,0.38824,0.31954,0.76027,0.000363239,0.000363239,0.000363239
397,335.356,0.55314,0.42543,0.81294,0.99776,0.93825,0.95763,0.86227,0.38824,0.31954,0.76027,0.000359939,0.000359939,0.000359939
398,336.193,0.54408,0.42949,0.8189,0.99808,0.93814,0.9581,0.8629,0.38301,0.31876,0.76076,0.000356638,0.000356638,0.000356638
399,337.001,0.61179,0.46481,0.85112,0.99808,0.93814,0.9581,0.8629,0.38301,0.31876,0.76076,0.000353337,0.000353337,0.000353337
400,337.799,0.53797,0.44009,0.85656,0.99274,0.94335,0.95831,0.85571,0.385,0.32655,0.76119,0.000350037,0.000350037,0.000350037
401,338.606,0.58362,0.44055,0.83544,0.99274,0.94335,0.95831,0.85571,0.385,0.32655,0.76119,0.000346736,0.000346736,0.000346736
402,339.446,0.5155,0.45281,0.83359,0.99471,0.9432,0.95842,0.85932,0.39211,0.32808,0.76102,0.000343435,0.000343435,0.000343435
403,340.256,0.47741,0.40512,0.78657,0.99471,0.9432,0.95842,0.85932,0.39211,0.32808,0.76102,0.000340135,0.000340135,0.000340135
404,341.112,0.54942,0.44024,0.85841,0.9959,0.94342,0.95854,0.85606,0.40282,0.33504,0.76175,0.000336834,0.000336834,0.000336834
405,341.937,0.50493,0.40468,0.81904,0.9959,0.94342,0.95854,0.85606,0.40282,0.33504,0.76175,0.000333533,0.000333533,0.000333533
406,342.799,0.52689,0.44304,0.83882,0.99667,0.94286,0.95846,0.86309,0.40252,0.3371,0.76042,0.000330233,0.000330233,0.000330233
407,343.73,0.4391,0.40283,0.80298,0.99667,0.94286,0.95846,0.86309,0.40252,0.3371,0.76042,0.000326932,0.000326932,0.000326932
408,344.607,0.43464,0.40708,0.83359,0.99882,0.94283,0.95853,0.86417,0.38512,0.33227,0.75846,0.000323631,0.000323631,0.000323631
409,345.456,0.56251,0.45709,0.83295,0.99882,0.94283,0.95853,0.86417,0.38512,0.33227,0.75846,0.000320331,0.000320331,0.000320331
410,346.307,0.56127,0.45074,0.83207,1,0.94101,0.95875,0.86389,0.36895,0.32162,0.75787,0.00031703,0.00031703,0.00031703
411,347.09,0.51327,0.4399,0.85285,1,0.94101,0.95875,0.86389,0.36895,0.32162,0.75787,0.000313729,0.000313729,0.000313729
412,347.955,0.53589,0.42391,0.81031,0.99062,0.95,0.95899,0.86034,0.36327,0.32063,0.75789,0.000310429,0.000310429,0.000310429
413,348.794,0.50704,0.43045,0.83151,0.99062,0.95,0.95899,0.86034,0.36327,0.32063,0.75789,0.000307128,0.000307128,0.000307128
414,349.648,0.61478,0.4908,0.85016,0.98766,0.95256,0.95892,0.86534,0.3615,0.31781,0.75737,0.000303827,0.000303827,0.000303827
415,350.46,0.46937,0.37703,0.82564,0.98766,0.95256,0.95892,0.86534,0.3615,0.31781,0.75737,0.000300527,0.000300527,0.000300527
416,351.322,0.55047,0.44669,0.86042,0.99837,0.9415,0.95886,0.86259,0.36195,0.31241,0.75722,0.000297226,0.000297226,0.000297226
417,352.158,0.48434,0.39824,0.81471,0.99837,0.9415,0.95886,0.86259,0.36195,0.31241,0.75722,0.000293925,0.000293925,0.000293925
418,353.034,0.54093,0.46897,0.89903,0.99847,0.94098,0.95868,0.86854,0.36456,0.3167,0.75655,0.000290625,0.000290625,0.000290625
419,353.822,0.5709,0.42482,0.81906,0.99847,0.94098,0.95868,0.86854,0.36456,0.3167,0.75655,0.000287324,0.000287324,0.000287324
420,354.683,0.43853,0.4069,0.81757,0.99817,0.94095,0.95873,0.85993,0.36746,0.3173,0.75778,0.000284023,0.000284023,0.000284023
421,355.52,0.52919,0.43208,0.83849,0.99817,0.94095,0.95873,0.85993,0.36746,0.3173,0.75778,0.000280723,0.000280723,0.000280723
422,356.378,0.53578,0.41332,0.8321,0.99792,0.94149,0.95861,0.86346,0.3788,0.32177,0.75896,0.000277422,0.000277422,0.000277422
423,357.34,0.51565,0.4383,0.85775,0.99792,0.94149,0.95861,0.86346,0.3788,0.32177,0.75896,0.000274121,0.000274121,0.000274121
424,358.219,0.43887,0.36122,0.82118,0.9975,0.94202,0.95856,0.85473,0.38897,0.31977,0.75864,0.000270821,0.000270821,0.000270821
425,359.096,0.54648,0.46862,0.83342,0.9975,0.94202,0.95856,0.85473,0.38897,0.31977,0.75864,0.00026752,0.00026752,0.00026752
426,359.95,0.47093,0.39559,0.83173,0.99053,0.95347,0.95864,0.86306,0.37662,0.31958,0.75706,0.00026422,0.00026422,0.00026422
427,360.802,0.47351,0.37991,0.81834,0.99053,0.95347,0.95864,0.86306,0.37662,0.31958,0.75706,0.000260919,0.000260919,0.000260919
428,361.688,0.51174,0.42484,0.83347,0.99705,0.94868,0.95878,0.87118,0.35223,0.30767,0.75507,0.000257618,0.000257618,0.000257618
429,362.547,0.51219,0.44729,0.83845,0.99705,0.94868,0.95878,0.87118,0.35223,0.30767,0.75507,0.000254318,0.000254318,0.000254318
430,363.559,0.48858,0.40021,0.80765,0.99749,0.9513,0.95897,0.88021,0.33155,0.29969,0.75316,0.000251017,0.000251017,0.000251017
431,364.494,0.45868,0.40215,0.78146,0.99749,0.9513,0.95897,0.88021,0.33155,0.29969,0.75316,0.000247716,0.000247716,0.000247716
432,365.337,0.4706,0.39924,0.82039,0.99797,0.95279,0.9591,0.87916,0.33304,0.30103,0.75284,0.000244416,0.000244416,0.000244416
433,366.181,0.50537,0.39361,0.80999,0.99797,0.95279,0.9591,0.87916,0.33304,0.30103,0.75284,0.000241115,0.000241115,0.000241115
434,367.005,0.47448,0.41946,0.84439,0.99829,0.95325,0.95901,0.88058,0.33852,0.30095,0.75326,0.000237814,0.000237814,0.000237814
435,367.799,0.46112,0.39184,0.79749,0.99829,0.95325,0.95901,0.88058,0.33852,0.30095,0.75326,0.000234514,0.000234514,0.000234514
436,368.706,0.48994,0.40675,0.83348,0.99839,0.95331,0.96754,0.88521,0.33755,0.29825,0.7531,0.000231213,0.000231213,0.000231213
437,369.563,0.45863,0.38153,0.82315,0.99839,0.95331,0.96754,0.88521,0.33755,0.29825,0.7531,0.000227912,0.000227912,0.000227912
438,370.421,0.45469,0.37113,0.81583,0.99847,0.95273,0.96745,0.8744,0.34317,0.31001,0.75189,0.000224612,0.000224612,0.000224612
439,371.217,0.4636,0.44563,0.8468,0.99847,0.95273,0.96745,0.8744,0.34317,0.31001,0.75189,0.000221311,0.000221311,0.000221311
440,372.066,0.48533,0.40344,0.84684,0.99848,0.95237,0.95924,0.86828,0.35574,0.3135,0.75228,0.00021801,0.00021801,0.00021801
441,372.886,0.52291,0.43654,0.83322,0.99848,0.95237,0.95924,0.86828,0.35574,0.3135,0.75228,0.00021471,0.00021471,0.00021471
442,373.735,0.5599,0.43197,0.8493,0.99844,0.95207,0.9592,0.86487,0.36291,0.31294,0.75268,0.000211409,0.000211409,0.000211409
443,374.514,0.51286,0.40948,0.82303,0.99844,0.95207,0.9592,0.86487,0.36291,0.31294,0.75268,0.000208108,0.000208108,0.000208108
444,375.359,0.53215,0.43379,0.82992,0.99842,0.95165,0.95924,0.86522,0.35862,0.30797,0.75251,0.000204808,0.000204808,0.000204808
445,376.153,0.4832,0.39581,0.82424,0.99842,0.95165,0.95924,0.86522,0.35862,0.30797,0.75251,0.000201507,0.000201507,0.000201507
446,376.986,0.4633,0.40218,0.80997,0.99456,0.9449,0.95906,0.87513,0.33998,0.30167,0.75134,0.000198206,0.000198206,0.000198206
447,377.801,0.49539,0.40649,0.84657,0.99456,0.9449,0.95906,0.87513,0.33998,0.30167,0.75134,0.000194906,0.000194906,0.000194906
448,378.649,0.466,0.41292,0.86079,0.99469,0.94449,0.95896,0.88441,0.3245,0.29534,0.75059,0.000191605,0.000191605,0.000191605
449,379.472,0.49161,0.40078,0.82614,0.99469,0.94449,0.95896,0.88441,0.3245,0.29534,0.75059,0.000188304,0.000188304,0.000188304
450,380.304,0.42942,0.36417,0.81621,0.99508,0.94433,0.95917,0.89002,0.31889,0.29764,0.75053,0.000185004,0.000185004,0.000185004
451,381.121,0.47634,0.38701,0.81485,0.99508,0.94433,0.95917,0.89002,0.31889,0.29764,0.75053,0.000181703,0.000181703,0.000181703
452,381.989,0.49185,0.37533,0.80673,0.99526,0.94431,0.95926,0.89559,0.31086,0.29335,0.7503,0.000178402,0.000178402,0.000178402
453,382.81,0.47802,0.40297,0.85391,0.99526,0.94431,0.95926,0.89559,0.31086,0.29335,0.7503,0.000175102,0.000175102,0.000175102
454,383.668,0.45611,0.38784,0.80762,0.99558,0.94427,0.95938,0.89336,0.30631,0.29148,0.75022,0.000171801,0.000171801,0.000171801
455,384.466,0.46919,0.39091,0.82131,0.99558,0.94427,0.95938,0.89336,0.30631,0.29148,0.75022,0.0001685,0.0001685,0.0001685
456,385.299,0.49723,0.44383,0.84693,0.99545,0.94433,0.95938,0.88952,0.31043,0.28852,0.75035,0.0001652,0.0001652,0.0001652
457,386.105,0.43506,0.38956,0.83681,0.99545,0.94433,0.95938,0.88952,0.31043,0.28852,0.75035,0.000161899,0.000161899,0.000161899
458,386.931,0.4473,0.37508,0.79955,0.99543,0.94431,0.95945,0.88447,0.3209,0.28793,0.75113,0.000158598,0.000158598,0.000158598
459,387.717,0.39602,0.3653,0.78373,0.99543,0.94431,0.95945,0.88447,0.3209,0.28793,0.75113,0.000155298,0.000155298,0.000155298
460,388.553,0.44606,0.37861,0.83624,0.99533,0.94432,0.95948,0.88344,0.32699,0.293,0.75188,0.000151997,0.000151997,0.000151997
461,389.371,0.48209,0.40181,0.80409,0.99533,0.94432,0.95948,0.88344,0.32699,0.293,0.75188,0.000148696,0.000148696,0.000148696
462,390.171,0.40905,0.37641,0.80098,0.99504,0.94416,0.95914,0.87781,0.32736,0.29114,0.75241,0.000145396,0.000145396,0.000145396
463,390.993,0.47052,0.41286,0.77826,0.99504,0.94416,0.95914,0.87781,0.32736,0.29114,0.75241,0.000142095,0.000142095,0.000142095
464,391.861,0.45989,0.39551,0.82216,0.99438,0.94402,0.9594,0.87609,0.32327,0.29113,0.75196,0.000138794,0.000138794,0.000138794
465,392.657,0.44679,0.36579,0.80615,0.99438,0.94402,0.9594,0.87609,0.32327,0.29113,0.75196,0.000135494,0.000135494,0.000135494
466,393.506,0.44914,0.41702,0.83487,0.9941,0.94385,0.95921,0.87965,0.32332,0.28902,0.75207,0.000132193,0.000132193,0.000132193
467,394.294,0.47834,0.35826,0.82274,0.9941,0.94385,0.95921,0.87965,0.32332,0.28902,0.75207,0.000128892,0.000128892,0.000128892
468,395.207,0.5282,0.40245,0.7948,0.99348,0.94383,0.95904,0.88319,0.32428,0.29194,0.75266,0.000125592,0.000125592,0.000125592
469,396.032,0.42365,0.3531,0.80048,0.99348,0.94383,0.95904,0.88319,0.32428,0.29194,0.75266,0.000122291,0.000122291,0.000122291
470,396.896,0.54908,0.44163,0.8641,0.99301,0.94386,0.95854,0.88406,0.32328,0.29499,0.75222,0.00011899,0.00011899,0.00011899
471,397.728,0.45494,0.389,0.80727,0.99301,0.94386,0.95854,0.88406,0.32328,0.29499,0.75222,0.00011569,0.00011569,0.00011569
472,398.557,0.44027,0.37836,0.82111,0.9928,0.94386,0.95852,0.88358,0.31851,0.29024,0.75101,0.000112389,0.000112389,0.000112389
473,399.321,0.5008,0.42319,0.85547,0.9928,0.94386,0.95852,0.88358,0.31851,0.29024,0.75101,0.000109088,0.000109088,0.000109088
474,400.518,0.5701,0.46142,0.89296,0.99264,0.94384,0.9585,0.89059,0.30963,0.28912,0.7499,0.000105788,0.000105788,0.000105788
475,401.359,0.43609,0.37254,0.8399,0.99264,0.94384,0.9585,0.89059,0.30963,0.28912,0.7499,0.000102487,0.000102487,0.000102487
476,402.212,0.38555,0.33871,0.81273,0.99243,0.94388,0.95846,0.88844,0.30319,0.28334,0.7493,9.91865e-05,9.91865e-05,9.91865e-05
477,403.036,0.53832,0.40757,0.84226,0.99243,0.94388,0.95846,0.88844,0.30319,0.28334,0.7493,9.58858e-05,9.58858e-05,9.58858e-05
478,403.929,0.46893,0.38491,0.83524,0.99253,0.94393,0.95863,0.88907,0.30235,0.27973,0.74928,9.25852e-05,9.25852e-05,9.25852e-05
479,404.747,0.41635,0.37228,0.80667,0.99253,0.94393,0.95863,0.88907,0.30235,0.27973,0.74928,8.92845e-05,8.92845e-05,8.92845e-05
480,405.616,0.5478,0.44818,0.82957,0.99273,0.94398,0.95854,0.88891,0.30472,0.27708,0.74938,8.59839e-05,8.59839e-05,8.59839e-05
481,406.461,0.40243,0.34987,0.80649,0.99273,0.94398,0.95854,0.88891,0.30472,0.27708,0.74938,8.26832e-05,8.26832e-05,8.26832e-05
482,407.3,0.41439,0.35507,0.77629,0.99283,0.94399,0.95852,0.88795,0.30625,0.27931,0.74949,7.93825e-05,7.93825e-05,7.93825e-05
483,408.115,0.39641,0.36101,0.81609,0.99283,0.94399,0.95852,0.88795,0.30625,0.27931,0.74949,7.60819e-05,7.60819e-05,7.60819e-05
484,408.967,0.48556,0.40943,0.80313,0.99296,0.94401,0.95861,0.88775,0.30953,0.28254,0.75027,7.27812e-05,7.27812e-05,7.27812e-05
485,409.781,0.4176,0.37204,0.82619,0.99296,0.94401,0.95861,0.88775,0.30953,0.28254,0.75027,6.94806e-05,6.94806e-05,6.94806e-05
486,410.609,0.42977,0.38405,0.8356,0.99305,0.94403,0.95873,0.88351,0.31075,0.28492,0.75025,6.61799e-05,6.61799e-05,6.61799e-05
487,411.534,0.47073,0.41119,0.81883,0.99305,0.94403,0.95873,0.88351,0.31075,0.28492,0.75025,6.28792e-05,6.28792e-05,6.28792e-05
488,412.563,0.4438,0.39371,0.80112,0.99304,0.94405,0.95867,0.8809,0.31025,0.28381,0.74995,5.95786e-05,5.95786e-05,5.95786e-05
489,413.433,0.40391,0.35649,0.78238,0.99304,0.94405,0.95867,0.8809,0.31025,0.28381,0.74995,5.62779e-05,5.62779e-05,5.62779e-05
490,414.298,0.39983,0.36047,0.78865,0.99312,0.94402,0.95871,0.88092,0.30883,0.28578,0.74957,5.29773e-05,5.29773e-05,5.29773e-05
491,415.141,0.397,0.36232,0.81686,0.99312,0.94402,0.95871,0.88092,0.30883,0.28578,0.74957,4.96766e-05,4.96766e-05,4.96766e-05
492,415.99,0.38255,0.3463,0.7979,0.99318,0.94405,0.95844,0.88381,0.31067,0.28393,0.74947,4.63759e-05,4.63759e-05,4.63759e-05
493,416.809,0.42964,0.38633,0.7696,0.99318,0.94405,0.95844,0.88381,0.31067,0.28393,0.74947,4.30753e-05,4.30753e-05,4.30753e-05
494,417.633,0.51861,0.44711,0.78065,0.99326,0.94399,0.95812,0.88413,0.31309,0.28512,0.74959,3.97746e-05,3.97746e-05,3.97746e-05
495,418.409,0.47325,0.43612,0.80715,0.99326,0.94399,0.95812,0.88413,0.31309,0.28512,0.74959,3.6474e-05,3.6474e-05,3.6474e-05
496,419.229,0.33689,0.32526,0.7803,0.99337,0.94397,0.9579,0.88238,0.31437,0.28576,0.74926,3.31733e-05,3.31733e-05,3.31733e-05
497,420.044,0.369,0.3714,0.7767,0.99337,0.94397,0.9579,0.88238,0.31437,0.28576,0.74926,2.98726e-05,2.98726e-05,2.98726e-05
498,420.876,0.44271,0.38586,0.81669,0.99359,0.94395,0.95764,0.87996,0.31449,0.28631,0.74959,2.6572e-05,2.6572e-05,2.6572e-05
499,421.635,0.43107,0.38248,0.81898,0.99359,0.94395,0.95764,0.87996,0.31449,0.28631,0.74959,2.32713e-05,2.32713e-05,2.32713e-05
500,422.467,0.39781,0.37623,0.76896,0.99366,0.94396,0.95761,0.87627,0.3157,0.28814,0.74954,1.99707e-05,1.99707e-05,1.99707e-05
