epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,150.92,0.79432,0.60532,0.87832,0.98312,0.9085,0.94185,0.68055,0.84926,0.55445,0.86022,0.00107948,0.00107948,0.00107948
180,151.76,0.8436,0.7407,0.91456,0.96318,0.91085,0.94083,0.68442,0.82333,0.54856,0.85248,0.00107618,0.00107618,0.00107618
181,152.574,0.81341,0.71345,0.8985,0.96318,0.91085,0.94083,0.68442,0.82333,0.54856,0.85248,0.00107288,0.00107288,0.00107288
182,153.426,0.76349,0.60988,0.87534,0.95255,0.93843,0.95219,0.69852,0.78528,0.53238,0.84084,0.00106958,0.00106958,0.00106958
183,154.273,0.85031,0.81753,0.93127,0.95255,0.93843,0.95219,0.69852,0.78528,0.53238,0.84084,0.00106628,0.00106628,0.00106628
184,155.088,0.8901,0.72396,0.91454,0.95461,0.93558,0.94216,0.71721,0.71096,0.50576,0.8254,0.00106298,0.00106298,0.00106298
185,155.898,0.72077,0.58028,0.88096,0.95461,0.93558,0.94216,0.71721,0.71096,0.50576,0.8254,0.00105968,0.00105968,0.00105968
186,156.742,0.74753,0.60968,0.8708,0.95684,0.9262,0.94159,0.74332,0.67303,0.5029,0.82132,0.00105638,0.00105638,0.00105638
187,157.59,0.78141,0.67687,0.88826,0.95684,0.9262,0.94159,0.74332,0.67303,0.5029,0.82132,0.00105308,0.00105308,0.00105308
188,158.399,0.80067,0.58841,0.87326,0.96923,0.92114,0.9327,0.75062,0.70221,0.50125,0.82883,0.00104978,0.00104978,0.00104978
189,159.2,0.80302,0.63644,0.87101,0.96923,0.92114,0.9327,0.75062,0.70221,0.50125,0.82883,0.00104648,0.00104648,0.00104648
190,160.073,0.84642,0.67314,0.86007,0.98037,0.93429,0.94439,0.75201,0.71022,0.49917,0.82734,0.00104318,0.00104318,0.00104318
191,160.895,0.83743,0.67463,0.88396,0.98037,0.93429,0.94439,0.75201,0.71022,0.49917,0.82734,0.00103987,0.00103987,0.00103987
192,161.754,0.84062,0.64737,0.8965,0.9751,0.94222,0.94416,0.75428,0.66742,0.48614,0.81629,0.00103657,0.00103657,0.00103657
193,162.606,0.76049,0.62301,0.93571,0.9751,0.94222,0.94416,0.75428,0.66742,0.48614,0.81629,0.00103327,0.00103327,0.00103327
194,163.45,0.83417,0.69405,0.89874,0.96232,0.94516,0.95358,0.77322,0.62324,0.47937,0.80439,0.00102997,0.00102997,0.00102997
195,164.262,0.84574,0.69912,0.90362,0.96232,0.94516,0.95358,0.77322,0.62324,0.47937,0.80439,0.00102667,0.00102667,0.00102667
196,165.09,0.75019,0.64718,0.86577,0.9901,0.92112,0.95422,0.77322,0.62376,0.47226,0.80759,0.00102337,0.00102337,0.00102337
197,165.907,0.76622,0.59309,0.89781,0.9901,0.92112,0.95422,0.77322,0.62376,0.47226,0.80759,0.00102007,0.00102007,0.00102007
198,166.766,0.69278,0.58786,0.88996,0.97756,0.95014,0.95531,0.76031,0.67375,0.47707,0.81903,0.00101677,0.00101677,0.00101677
199,167.599,0.72165,0.59898,0.88352,0.97756,0.95014,0.95531,0.76031,0.67375,0.47707,0.81903,0.00101347,0.00101347,0.00101347
200,168.446,0.84754,0.67436,0.9435,0.98179,0.94263,0.95509,0.77,0.64319,0.47131,0.81114,0.00101017,0.00101017,0.00101017
201,169.261,0.77993,0.64262,0.88807,0.98179,0.94263,0.95509,0.77,0.64319,0.47131,0.81114,0.00100687,0.00100687,0.00100687
202,170.1,0.82299,0.65238,0.88712,0.9806,0.93379,0.95224,0.78236,0.59742,0.46115,0.80112,0.00100357,0.00100357,0.00100357
203,170.947,0.78952,0.6113,0.91566,0.9806,0.93379,0.95224,0.78236,0.59742,0.46115,0.80112,0.00100027,0.00100027,0.00100027
204,171.791,0.72839,0.57537,0.86743,0.9494,0.93379,0.95087,0.78348,0.56701,0.46435,0.79529,0.000996966,0.000996966,0.000996966
205,172.585,0.7454,0.58473,0.88576,0.9494,0.93379,0.95087,0.78348,0.56701,0.46435,0.79529,0.000993665,0.000993665,0.000993665
206,173.412,0.88103,0.66278,0.90552,0.94963,0.93379,0.94112,0.77014,0.60449,0.4789,0.79601,0.000990365,0.000990365,0.000990365
207,174.24,0.76257,0.59178,0.87279,0.94963,0.93379,0.94112,0.77014,0.60449,0.4789,0.79601,0.000987064,0.000987064,0.000987064
208,175.107,0.74484,0.59235,0.86255,0.95767,0.92292,0.94214,0.76148,0.6521,0.48679,0.80085,0.000983763,0.000983763,0.000983763
209,175.931,0.8091,0.63318,0.87704,0.95767,0.92292,0.94214,0.76148,0.6521,0.48679,0.80085,0.000980463,0.000980463,0.000980463
210,176.768,0.70264,0.62462,0.8651,0.98868,0.91013,0.9434,0.74712,0.65294,0.475,0.80455,0.000977162,0.000977162,0.000977162
211,177.555,0.72614,0.61488,0.90054,0.98868,0.91013,0.9434,0.74712,0.65294,0.475,0.80455,0.000973861,0.000973861,0.000973861
212,178.363,0.81904,0.64141,0.94689,0.98428,0.90496,0.94231,0.76328,0.60044,0.46823,0.79864,0.000970561,0.000970561,0.000970561
213,179.176,0.86227,0.70109,0.93456,0.98428,0.90496,0.94231,0.76328,0.60044,0.46823,0.79864,0.00096726,0.00096726,0.00096726
214,180.014,0.682,0.5686,0.87201,0.96646,0.92714,0.94335,0.74692,0.6202,0.47008,0.8043,0.000963959,0.000963959,0.000963959
215,180.796,0.73645,0.546,0.81193,0.96646,0.92714,0.94335,0.74692,0.6202,0.47008,0.8043,0.000960659,0.000960659,0.000960659
216,181.609,0.70091,0.58001,0.8237,0.9647,0.93022,0.94294,0.74934,0.64213,0.47869,0.81284,0.000957358,0.000957358,0.000957358
217,182.457,0.78556,0.75482,0.8769,0.9647,0.93022,0.94294,0.74934,0.64213,0.47869,0.81284,0.000954057,0.000954057,0.000954057
218,183.726,0.65765,0.57987,0.84275,0.96482,0.92578,0.95347,0.7384,0.69099,0.48367,0.81724,0.000950757,0.000950757,0.000950757
219,184.697,0.80895,0.699,0.88655,0.96482,0.92578,0.95347,0.7384,0.69099,0.48367,0.81724,0.000947456,0.000947456,0.000947456
220,185.6,0.7851,0.6006,0.89029,0.98275,0.9316,0.95368,0.74566,0.67545,0.47729,0.81137,0.000944155,0.000944155,0.000944155
221,186.528,0.76701,0.60574,0.86,0.98275,0.9316,0.95368,0.74566,0.67545,0.47729,0.81137,0.000940855,0.000940855,0.000940855
222,187.406,0.6701,0.55235,0.88398,0.98808,0.93219,0.95375,0.77449,0.60947,0.45007,0.79849,0.000937554,0.000937554,0.000937554
223,188.225,0.71645,0.57463,0.89642,0.98808,0.93219,0.95375,0.77449,0.60947,0.45007,0.79849,0.000934253,0.000934253,0.000934253
224,189.027,0.70106,0.58832,0.87121,0.96363,0.94565,0.95407,0.77174,0.59349,0.45414,0.79449,0.000930953,0.000930953,0.000930953
225,189.829,0.72088,0.56266,0.89463,0.96363,0.94565,0.95407,0.77174,0.59349,0.45414,0.79449,0.000927652,0.000927652,0.000927652
226,190.669,0.65801,0.54036,0.83312,0.96083,0.95317,0.95379,0.77032,0.58603,0.4517,0.79461,0.000924352,0.000924352,0.000924352
227,191.491,0.84103,0.6672,0.90704,0.96083,0.95317,0.95379,0.77032,0.58603,0.4517,0.79461,0.000921051,0.000921051,0.000921051
228,192.324,0.68226,0.53648,0.89426,0.97492,0.92342,0.94367,0.76064,0.59983,0.45737,0.7975,0.00091775,0.00091775,0.00091775
229,193.218,0.68017,0.538,0.87744,0.97492,0.92342,0.94367,0.76064,0.59983,0.45737,0.7975,0.00091445,0.00091445,0.00091445
230,194.093,0.7156,0.55194,0.83956,0.99353,0.92651,0.95311,0.76341,0.61185,0.45306,0.79822,0.000911149,0.000911149,0.000911149
231,194.889,0.77923,0.56388,0.87598,0.99353,0.92651,0.95311,0.76341,0.61185,0.45306,0.79822,0.000907848,0.000907848,0.000907848
232,195.749,0.74866,0.60093,0.87051,0.99273,0.92715,0.95364,0.77378,0.6054,0.4448,0.79844,0.000904548,0.000904548,0.000904548
233,196.561,0.73931,0.56513,0.89325,0.99273,0.92715,0.95364,0.77378,0.6054,0.4448,0.79844,0.000901247,0.000901247,0.000901247
234,197.421,0.78073,0.62129,0.90307,0.99035,0.92509,0.95348,0.76844,0.5855,0.42433,0.79525,0.000897946,0.000897946,0.000897946
235,198.25,0.6304,0.49185,0.84158,0.99035,0.92509,0.95348,0.76844,0.5855,0.42433,0.79525,0.000894646,0.000894646,0.000894646
236,199.217,0.72738,0.60106,0.90176,0.97512,0.93127,0.95369,0.77262,0.56147,0.42311,0.7907,0.000891345,0.000891345,0.000891345
237,200.573,0.74825,0.59307,0.89621,0.97512,0.93127,0.95369,0.77262,0.56147,0.42311,0.7907,0.000888044,0.000888044,0.000888044
238,201.493,0.72229,0.59652,0.86085,0.98045,0.92122,0.94308,0.77011,0.56323,0.42663,0.79071,0.000884744,0.000884744,0.000884744
239,202.289,0.68407,0.56205,0.87998,0.98045,0.92122,0.94308,0.77011,0.56323,0.42663,0.79071,0.000881443,0.000881443,0.000881443
240,203.121,0.72079,0.58541,0.90215,0.957,0.94248,0.95278,0.78176,0.56175,0.4311,0.79102,0.000878142,0.000878142,0.000878142
241,203.919,0.61677,0.49645,0.84831,0.957,0.94248,0.95278,0.78176,0.56175,0.4311,0.79102,0.000874842,0.000874842,0.000874842
242,204.782,0.69279,0.55398,0.86244,0.96167,0.95652,0.95284,0.79111,0.56139,0.42175,0.79199,0.000871541,0.000871541,0.000871541
243,205.631,0.70687,0.62965,0.91017,0.96167,0.95652,0.95284,0.79111,0.56139,0.42175,0.79199,0.00086824,0.00086824,0.00086824
244,206.453,0.72144,0.57095,0.86213,0.96355,0.95311,0.9531,0.78981,0.58448,0.43123,0.7966,0.00086494,0.00086494,0.00086494
245,207.214,0.64722,0.53768,0.85154,0.96355,0.95311,0.9531,0.78981,0.58448,0.43123,0.7966,0.000861639,0.000861639,0.000861639
246,208.081,0.72416,0.55744,0.93073,0.97167,0.94627,0.95391,0.78243,0.55806,0.4328,0.79117,0.000858338,0.000858338,0.000858338
247,208.884,0.71277,0.56086,0.84983,0.97167,0.94627,0.95391,0.78243,0.55806,0.4328,0.79117,0.000855038,0.000855038,0.000855038
248,209.737,0.64644,0.5396,0.85673,0.97216,0.94876,0.95496,0.77419,0.58099,0.43409,0.79607,0.000851737,0.000851737,0.000851737
249,210.519,0.72285,0.51847,0.85287,0.97216,0.94876,0.95496,0.77419,0.58099,0.43409,0.79607,0.000848436,0.000848436,0.000848436
250,211.344,0.80138,0.57897,0.84676,0.99793,0.93373,0.95535,0.77625,0.59473,0.42847,0.79767,0.000845136,0.000845136,0.000845136
251,212.147,0.69207,0.57187,0.87042,0.99793,0.93373,0.95535,0.77625,0.59473,0.42847,0.79767,0.000841835,0.000841835,0.000841835
252,213.008,0.684,0.57855,0.83801,1,0.94172,0.95562,0.78984,0.57271,0.42365,0.79074,0.000838534,0.000838534,0.000838534
253,213.823,0.8004,0.64789,0.88151,1,0.94172,0.95562,0.78984,0.57271,0.42365,0.79074,0.000835234,0.000835234,0.000835234
254,214.742,0.67074,0.56441,0.84074,0.98475,0.95407,0.95591,0.78276,0.5681,0.425,0.78914,0.000831933,0.000831933,0.000831933
255,215.678,0.64805,0.52374,0.82417,0.98475,0.95407,0.95591,0.78276,0.5681,0.425,0.78914,0.000828632,0.000828632,0.000828632
256,216.892,0.84346,0.5825,0.89866,0.98416,0.95387,0.95568,0.79094,0.54308,0.41709,0.78778,0.000825332,0.000825332,0.000825332
257,217.751,0.66303,0.55835,0.91585,0.98416,0.95387,0.95568,0.79094,0.54308,0.41709,0.78778,0.000822031,0.000822031,0.000822031
258,218.598,0.63073,0.51874,0.8512,0.97465,0.94552,0.95492,0.78047,0.57938,0.42125,0.79398,0.00081873,0.00081873,0.00081873
259,219.411,0.67755,0.50867,0.85849,0.97465,0.94552,0.95492,0.78047,0.57938,0.42125,0.79398,0.00081543,0.00081543,0.00081543
260,220.227,0.73623,0.5656,0.86301,0.96535,0.93429,0.95431,0.78567,0.55228,0.42091,0.78906,0.000812129,0.000812129,0.000812129
261,221.133,0.58879,0.49748,0.87426,0.96535,0.93429,0.95431,0.78567,0.55228,0.42091,0.78906,0.000808828,0.000808828,0.000808828
262,222.109,0.60769,0.48436,0.84953,0.9851,0.93237,0.95526,0.80216,0.51448,0.40729,0.78213,0.000805528,0.000805528,0.000805528
263,222.943,0.66579,0.51374,0.88649,0.9851,0.93237,0.95526,0.80216,0.51448,0.40729,0.78213,0.000802227,0.000802227,0.000802227
264,223.758,0.61876,0.49877,0.82627,0.96462,0.95386,0.95529,0.79974,0.5192,0.40944,0.78303,0.000798926,0.000798926,0.000798926
265,224.539,0.75361,0.54482,0.87225,0.96462,0.95386,0.95529,0.79974,0.5192,0.40944,0.78303,0.000795626,0.000795626,0.000795626
266,225.362,0.7189,0.53122,0.87826,0.99576,0.91963,0.95485,0.79235,0.53591,0.41479,0.78708,0.000792325,0.000792325,0.000792325
267,226.19,0.60827,0.48379,0.82498,0.99576,0.91963,0.95485,0.79235,0.53591,0.41479,0.78708,0.000789024,0.000789024,0.000789024
268,227.029,0.64335,0.5227,0.87689,0.99625,0.91951,0.95471,0.77008,0.60575,0.42932,0.80241,0.000785724,0.000785724,0.000785724
269,227.842,0.66949,0.55166,0.89789,0.99625,0.91951,0.95471,0.77008,0.60575,0.42932,0.80241,0.000782423,0.000782423,0.000782423
270,228.639,0.73664,0.57299,0.91822,0.99883,0.92292,0.95375,0.7681,0.59294,0.42402,0.80155,0.000779122,0.000779122,0.000779122
271,229.457,0.68416,0.50712,0.85227,0.99883,0.92292,0.95375,0.7681,0.59294,0.42402,0.80155,0.000775822,0.000775822,0.000775822
272,230.292,0.66465,0.52357,0.84489,0.99595,0.92292,0.9535,0.7872,0.53383,0.413,0.78561,0.000772521,0.000772521,0.000772521
273,231.11,0.601,0.52798,0.86866,0.99595,0.92292,0.9535,0.7872,0.53383,0.413,0.78561,0.00076922,0.00076922,0.00076922
274,231.969,0.71426,0.53772,0.85159,0.99316,0.92292,0.9534,0.78369,0.55025,0.40006,0.78658,0.00076592,0.00076592,0.00076592
275,232.773,0.58994,0.49474,0.86213,0.99316,0.92292,0.9534,0.78369,0.55025,0.40006,0.78658,0.000762619,0.000762619,0.000762619
276,233.581,0.70542,0.59956,0.81516,0.99493,0.91989,0.95369,0.79328,0.56047,0.40442,0.78628,0.000759318,0.000759318,0.000759318
277,234.355,0.71229,0.54992,0.89971,0.99493,0.91989,0.95369,0.79328,0.56047,0.40442,0.78628,0.000756018,0.000756018,0.000756018
278,235.161,0.68643,0.53833,0.8812,0.99779,0.917,0.95421,0.80072,0.5522,0.40848,0.78726,0.000752717,0.000752717,0.000752717
279,235.959,0.76959,0.5834,0.89459,0.99779,0.917,0.95421,0.80072,0.5522,0.40848,0.78726,0.000749417,0.000749417,0.000749417
280,236.774,0.61288,0.51328,0.84207,0.9733,0.93828,0.95409,0.79486,0.54511,0.40622,0.78748,0.000746116,0.000746116,0.000746116
281,237.635,0.65076,0.55629,0.84629,0.9733,0.93828,0.95409,0.79486,0.54511,0.40622,0.78748,0.000742815,0.000742815,0.000742815
282,238.503,0.62183,0.49253,0.84809,0.97441,0.94194,0.95409,0.79002,0.53661,0.39724,0.78623,0.000739515,0.000739515,0.000739515
283,239.306,0.65772,0.50924,0.87292,0.97441,0.94194,0.95409,0.79002,0.53661,0.39724,0.78623,0.000736214,0.000736214,0.000736214
284,240.262,0.81856,0.64777,0.89845,0.97102,0.94516,0.95425,0.79446,0.51882,0.38702,0.78302,0.000732913,0.000732913,0.000732913
285,241.313,0.63096,0.51976,0.81896,0.97102,0.94516,0.95425,0.79446,0.51882,0.38702,0.78302,0.000729613,0.000729613,0.000729613
286,242.151,0.59675,0.49074,0.8435,0.9961,0.93248,0.95494,0.81255,0.50255,0.3934,0.77862,0.000726312,0.000726312,0.000726312
287,242.975,0.61107,0.49194,0.8436,0.9961,0.93248,0.95494,0.81255,0.50255,0.3934,0.77862,0.000723011,0.000723011,0.000723011
288,243.882,0.56217,0.48776,0.86258,0.99423,0.93159,0.95514,0.80227,0.49048,0.39488,0.77541,0.000719711,0.000719711,0.000719711
289,244.667,0.59302,0.5133,0.86552,0.99423,0.93159,0.95514,0.80227,0.49048,0.39488,0.77541,0.00071641,0.00071641,0.00071641
290,245.478,0.79857,0.65651,0.96176,0.99053,0.93355,0.95574,0.78944,0.49406,0.39873,0.7763,0.000713109,0.000713109,0.000713109
291,246.287,0.64515,0.50978,0.83234,0.99053,0.93355,0.95574,0.78944,0.49406,0.39873,0.7763,0.000709809,0.000709809,0.000709809
292,247.133,0.62419,0.54974,0.84495,0.9902,0.93336,0.95562,0.77654,0.52061,0.40286,0.77918,0.000706508,0.000706508,0.000706508
293,248.042,0.5808,0.49252,0.82727,0.9902,0.93336,0.95562,0.77654,0.52061,0.40286,0.77918,0.000703207,0.000703207,0.000703207
294,248.932,0.63565,0.49105,0.83333,0.98985,0.93333,0.95588,0.79955,0.50521,0.39426,0.77606,0.000699907,0.000699907,0.000699907
295,249.775,0.6175,0.49753,0.84391,0.98985,0.93333,0.95588,0.79955,0.50521,0.39426,0.77606,0.000696606,0.000696606,0.000696606
296,250.656,0.58959,0.4796,0.82549,0.98991,0.93176,0.95594,0.79488,0.50246,0.38965,0.77406,0.000693305,0.000693305,0.000693305
297,251.488,0.57245,0.48088,0.81745,0.98991,0.93176,0.95594,0.79488,0.50246,0.38965,0.77406,0.000690005,0.000690005,0.000690005
298,252.319,0.62068,0.50095,0.85007,0.98883,0.94481,0.95649,0.80087,0.50492,0.38357,0.77549,0.000686704,0.000686704,0.000686704
299,253.107,0.5624,0.4955,0.84989,0.98883,0.94481,0.95649,0.80087,0.50492,0.38357,0.77549,0.000683403,0.000683403,0.000683403
300,253.964,0.65587,0.51543,0.87662,0.9988,0.94211,0.95656,0.80334,0.50319,0.38068,0.77602,0.000680103,0.000680103,0.000680103
301,254.769,0.61244,0.49228,0.84359,0.9988,0.94211,0.95656,0.80334,0.50319,0.38068,0.77602,0.000676802,0.000676802,0.000676802
302,255.656,0.63575,0.50255,0.82232,0.99571,0.94241,0.95662,0.80185,0.51328,0.38866,0.77759,0.000673501,0.000673501,0.000673501
303,256.474,0.62505,0.48647,0.80141,0.99571,0.94241,0.95662,0.80185,0.51328,0.38866,0.77759,0.000670201,0.000670201,0.000670201
304,257.416,0.5822,0.47699,0.86064,0.99997,0.94503,0.95678,0.80329,0.5147,0.38852,0.77766,0.0006669,0.0006669,0.0006669
305,258.213,0.58323,0.52745,0.86735,0.99997,0.94503,0.95678,0.80329,0.5147,0.38852,0.77766,0.000663599,0.000663599,0.000663599
306,259.028,0.58842,0.46378,0.82582,0.99599,0.93994,0.95692,0.81747,0.51186,0.3913,0.77644,0.000660299,0.000660299,0.000660299
307,259.918,0.59277,0.46052,0.88208,0.99599,0.93994,0.95692,0.81747,0.51186,0.3913,0.77644,0.000656998,0.000656998,0.000656998
308,260.875,0.66225,0.52072,0.83841,0.9975,0.93088,0.94736,0.80957,0.51403,0.39035,0.77617,0.000653697,0.000653697,0.000653697
309,261.717,0.67278,0.51241,0.84772,0.9975,0.93088,0.94736,0.80957,0.51403,0.39035,0.77617,0.000650397,0.000650397,0.000650397
310,262.552,0.67016,0.61646,0.83714,0.98789,0.95449,0.95712,0.82015,0.50308,0.38426,0.77488,0.000647096,0.000647096,0.000647096
311,263.335,0.65107,0.51421,0.83864,0.98789,0.95449,0.95712,0.82015,0.50308,0.38426,0.77488,0.000643795,0.000643795,0.000643795
312,264.184,0.65392,0.52186,0.84454,0.98718,0.95615,0.95713,0.82591,0.48327,0.3802,0.77209,0.000640495,0.000640495,0.000640495
313,265.021,0.61694,0.4868,0.85413,0.98718,0.95615,0.95713,0.82591,0.48327,0.3802,0.77209,0.000637194,0.000637194,0.000637194
314,265.877,0.58981,0.48798,0.85267,0.98652,0.95652,0.95726,0.81942,0.48796,0.37572,0.7713,0.000633893,0.000633893,0.000633893
315,266.696,0.55069,0.44822,0.85216,0.98652,0.95652,0.95726,0.81942,0.48796,0.37572,0.7713,0.000630593,0.000630593,0.000630593
316,267.597,0.62553,0.50154,0.86031,0.98671,0.95652,0.95733,0.81731,0.49092,0.37396,0.77163,0.000627292,0.000627292,0.000627292
317,268.412,0.59388,0.48054,0.87224,0.98671,0.95652,0.95733,0.81731,0.49092,0.37396,0.77163,0.000623991,0.000623991,0.000623991
318,269.259,0.62839,0.50812,0.87924,1,0.93533,0.95704,0.81471,0.48223,0.37116,0.7717,0.000620691,0.000620691,0.000620691
319,270.059,0.54344,0.471,0.86219,1,0.93533,0.95704,0.81471,0.48223,0.37116,0.7717,0.00061739,0.00061739,0.00061739
320,270.872,0.63116,0.48328,0.82419,0.96772,0.94516,0.95622,0.81659,0.48177,0.37048,0.77081,0.000614089,0.000614089,0.000614089
321,271.69,0.59242,0.46507,0.83671,0.96772,0.94516,0.95622,0.81659,0.48177,0.37048,0.77081,0.000610789,0.000610789,0.000610789
322,272.511,0.53879,0.44829,0.83058,0.96562,0.94516,0.9559,0.81328,0.47246,0.36532,0.77,0.000607488,0.000607488,0.000607488
323,273.298,0.53419,0.45832,0.85032,0.96562,0.94516,0.9559,0.81328,0.47246,0.36532,0.77,0.000604187,0.000604187,0.000604187
324,274.123,0.55112,0.44242,0.82723,0.99594,0.92342,0.95621,0.81274,0.46016,0.36028,0.76953,0.000600887,0.000600887,0.000600887
325,274.934,0.57334,0.49027,0.80891,0.99594,0.92342,0.95621,0.81274,0.46016,0.36028,0.76953,0.000597586,0.000597586,0.000597586
326,275.777,0.58054,0.44294,0.81797,0.99812,0.92342,0.95637,0.82503,0.43895,0.35167,0.76847,0.000594286,0.000594286,0.000594286
327,276.626,0.61626,0.46253,0.85905,0.99812,0.92342,0.95637,0.82503,0.43895,0.35167,0.76847,0.000590985,0.000590985,0.000590985
328,277.467,0.58742,0.46795,0.84754,0.99723,0.92342,0.95632,0.82864,0.43788,0.34981,0.76658,0.000587684,0.000587684,0.000587684
329,278.296,0.60823,0.49207,0.85979,0.99723,0.92342,0.95632,0.82864,0.43788,0.34981,0.76658,0.000584384,0.000584384,0.000584384
330,279.156,0.4813,0.43132,0.80181,0.99774,0.92561,0.95658,0.8278,0.45134,0.35498,0.76638,0.000581083,0.000581083,0.000581083
331,279.978,0.52617,0.4687,0.84162,0.99774,0.92561,0.95658,0.8278,0.45134,0.35498,0.76638,0.000577782,0.000577782,0.000577782
332,280.833,0.58809,0.51613,0.85074,0.98803,0.94277,0.95681,0.8243,0.45275,0.35368,0.76686,0.000574482,0.000574482,0.000574482
333,281.634,0.5969,0.48951,0.83608,0.98803,0.94277,0.95681,0.8243,0.45275,0.35368,0.76686,0.000571181,0.000571181,0.000571181
334,282.449,0.59955,0.45431,0.87991,0.98804,0.94254,0.95695,0.82805,0.45479,0.35796,0.76737,0.00056788,0.00056788,0.00056788
335,283.275,0.57654,0.43973,0.85971,0.98804,0.94254,0.95695,0.82805,0.45479,0.35796,0.76737,0.00056458,0.00056458,0.00056458
336,284.232,0.60313,0.48234,0.81452,0.9735,0.94516,0.95657,0.83822,0.43934,0.35804,0.76625,0.000561279,0.000561279,0.000561279
337,285.016,0.55902,0.44696,0.82911,0.9735,0.94516,0.95657,0.83822,0.43934,0.35804,0.76625,0.000557978,0.000557978,0.000557978
338,285.842,0.60222,0.50305,0.86042,0.99546,0.93271,0.95671,0.83685,0.43241,0.36011,0.76571,0.000554678,0.000554678,0.000554678
339,286.627,0.54505,0.45798,0.86132,0.99546,0.93271,0.95671,0.83685,0.43241,0.36011,0.76571,0.000551377,0.000551377,0.000551377
340,287.466,0.64292,0.52335,0.89575,0.99286,0.94184,0.95659,0.83674,0.43316,0.36107,0.76766,0.000548076,0.000548076,0.000548076
341,288.264,0.59335,0.45423,0.84441,0.99286,0.94184,0.95659,0.83674,0.43316,0.36107,0.76766,0.000544776,0.000544776,0.000544776
342,289.117,0.64243,0.50852,0.88261,0.9944,0.94289,0.9567,0.84405,0.42104,0.35861,0.76672,0.000541475,0.000541475,0.000541475
343,289.945,0.5278,0.41454,0.82775,0.9944,0.94289,0.9567,0.84405,0.42104,0.35861,0.76672,0.000538174,0.000538174,0.000538174
344,290.801,0.53247,0.45474,0.8108,0.99604,0.94334,0.95664,0.8412,0.43142,0.3516,0.76641,0.000534874,0.000534874,0.000534874
345,291.618,0.50613,0.43126,0.83043,0.99604,0.94334,0.95664,0.8412,0.43142,0.3516,0.76641,0.000531573,0.000531573,0.000531573
346,292.437,0.53707,0.42383,0.86097,0.99691,0.94339,0.95688,0.8494,0.42519,0.34582,0.76579,0.000528272,0.000528272,0.000528272
347,293.237,0.52285,0.44232,0.83579,0.99691,0.94339,0.95688,0.8494,0.42519,0.34582,0.76579,0.000524972,0.000524972,0.000524972
348,294.058,0.54978,0.4711,0.81698,0.9966,0.94352,0.95687,0.84262,0.43194,0.34947,0.76773,0.000521671,0.000521671,0.000521671
349,294.847,0.55649,0.42122,0.81191,0.9966,0.94352,0.95687,0.84262,0.43194,0.34947,0.76773,0.00051837,0.00051837,0.00051837
350,295.7,0.6024,0.46152,0.86389,0.99989,0.95027,0.95722,0.84172,0.44688,0.34574,0.76942,0.00051507,0.00051507,0.00051507
351,296.522,0.47289,0.47447,0.81553,0.99989,0.95027,0.95722,0.84172,0.44688,0.34574,0.76942,0.000511769,0.000511769,0.000511769
352,297.354,0.54994,0.43983,0.87825,0.99949,0.95115,0.95714,0.84556,0.41496,0.34234,0.76504,0.000508468,0.000508468,0.000508468
353,298.186,0.52419,0.43013,0.83536,0.99949,0.95115,0.95714,0.84556,0.41496,0.34234,0.76504,0.000505168,0.000505168,0.000505168
354,299.023,0.56097,0.52303,0.89237,0.99668,0.95255,0.95711,0.85122,0.40319,0.33605,0.76268,0.000501867,0.000501867,0.000501867
355,299.839,0.55427,0.43734,0.85051,0.99668,0.95255,0.95711,0.85122,0.40319,0.33605,0.76268,0.000498566,0.000498566,0.000498566
356,301.123,0.56174,0.45286,0.81406,0.99671,0.95466,0.95707,0.84577,0.41878,0.34064,0.76517,0.000495266,0.000495266,0.000495266
357,301.969,0.5772,0.47943,0.88551,0.99671,0.95466,0.95707,0.84577,0.41878,0.34064,0.76517,0.000491965,0.000491965,0.000491965
358,302.826,0.54692,0.43776,0.84908,0.99648,0.95652,0.95702,0.84691,0.43642,0.34457,0.76665,0.000488664,0.000488664,0.000488664
359,303.635,0.59216,0.44946,0.84979,0.99648,0.95652,0.95702,0.84691,0.43642,0.34457,0.76665,0.000485364,0.000485364,0.000485364
360,304.486,0.53266,0.42496,0.8214,0.99746,0.95557,0.95698,0.85627,0.4227,0.3463,0.767,0.000482063,0.000482063,0.000482063
361,305.281,0.56858,0.45137,0.87036,0.99746,0.95557,0.95698,0.85627,0.4227,0.3463,0.767,0.000478762,0.000478762,0.000478762
362,306.134,0.54671,0.45023,0.82234,0.9972,0.95356,0.95704,0.85922,0.40813,0.33864,0.76652,0.000475462,0.000475462,0.000475462
363,306.989,0.49523,0.4165,0.81535,0.9972,0.95356,0.95704,0.85922,0.40813,0.33864,0.76652,0.000472161,0.000472161,0.000472161
364,307.842,0.53662,0.48243,0.81196,0.99743,0.9535,0.95694,0.85524,0.40018,0.33826,0.76179,0.00046886,0.00046886,0.00046886
365,308.639,0.53574,0.43779,0.83754,0.99743,0.9535,0.95694,0.85524,0.40018,0.33826,0.76179,0.00046556,0.00046556,0.00046556
366,309.461,0.50397,0.44138,0.84144,0.9976,0.95365,0.95688,0.85398,0.40666,0.34228,0.76024,0.000462259,0.000462259,0.000462259
